meal,label
RESERVATION FÖR EVENTUELLA ÄNDRINGAR,MESSAGE
Falafel med kebabsås och klyftpotatis,FOOD
Köket överraskar,ANY
"Chicken nuggets med currysås, ketchup och ris",FOOD
"Kebab quorn, Rhode island dressing, ris/couscous",FOOD
Kebabkyckling med klyftpotatis och kebabsås,FOOD
Morotsbiff och potatismos,FOOD
Korv med bröd,FOOD
"Sallad, bröd och dryck",SIDE
"SNR Kars: Kotlettrad, lök- o svampsås och kokt potatis",FOOD
Veg: Quorn med dragonsås och kokt potatis,FOOD
Kebabskavsgryta med Ris,FOOD
"Kycklingshawarma (Kycklingkebab) serveras med vitlökscréme , saltgurka, sallad och libabröd",FOOD
"Skink- och broccoligratäng, kokt potatis, sallad med ananas",FOOD
Panerad fisk serveras med varm citronsås och kokt potatis,FOOD
FRITIDS,NO
Pasta med vegetarisk sås,FOOD
Fiskgratäng med potatis,FOOD
Eleverna väljer dagens fiskrätt,ANY
Italien,FOOD
Frukost:,NO
Vegonuggets med kall mangosås och bulgur,FOOD
Fiskbullar/laxbullar i dillsås serveras med kokt potatis,FOOD
"Panerad fisk, citron- och dillmajonnäs, potatis",FOOD
"Korv á la Forsell (ris/potatis, grönsaker, råkost)",FOOD
Fisk med rött täcke servera med potatismos,FOOD
"Pastasås med ost & skinka, kokt pasta",FOOD
Grönsaker,SIDE
"Sill, potatis, gräddfil och gräslök",FOOD
"Köttfärslimpa, skysås, potatis",FOOD
Fiskgratäng med hummersås och dill serveras med basmatiris,FOOD
Kycklingwok med nudlar och kall dressing med sweetchili,FOOD
Blodpudding,FOOD
"Grekisk färsbiff, tzatziki, ugnsrostad potatis",FOOD
Fiskgratäng (sej) med ost- och broccoli och potatis,FOOD
"Veg. Grönsaksbiffar, sambalsås",FOOD
Pastasås med ost & rökt skinka och kokt pasta,FOOD
Oxtimbal med potatismos och stuvade morötter TIMBALKOST,FOOD
"Spenatsoppa med ägghalva, mjukt bröd och grönsaker",FOOD
"Nattbakad karré med rostad potatis, chimichurri och yoghurtsås",FOOD
"Krämig tomatsoppa med pasta, nybakat bröd, ost",FOOD
Chili con carne med bulgur,FOOD
Fisktaco med ris,FOOD
Kökets sallad- och rotfruktsbuffé,SIDE
"Nötkorv, stekt potatis, smörgåsgurka",FOOD
Laxlåda med äpple och purjolök samt kokt potatis,FOOD
"Frukost: Kokt ägg, kaviar, smörgås, pålägg och mjölk",FOOD
"Pastasallad med ost och kidneybönor, dressing",FOOD
"E: Potatisbulle*, stekt fläsk (f)*, lingonsylt, grönsaker",FOOD
Vegetarisk kebabskavsås med ris,FOOD
Pastasås med rökt höns pasta,FOOD
Bönbiff serveras med gräddsås samt lingon,FOOD
"Krämig tomat och linssås, pasta",FOOD
Taco,FOOD
Stekt fisk med remouladsås och kokt potatis,FOOD
Tomats soppa med bröd och pålägg,FOOD
Asiatisk vegetarisk gryta och nudlar,FOOD
Köttbullar & makaroner,FOOD
Skepparströmming med kokt potatis och grönsaker,FOOD
Hemlagad fläskpannkaka serveras med lingonsylt,FOOD
"Helstekt lax med kall dillsås, kokt potatis och citronklyftor",FOOD
Friskola? Om du går i en friskola gör du bäst i att prata med rektorn om appen. Denne kan gärna maila oss på info@dinskolmat.se för att få veta mer om hur det fungerar.,MESSAGE
Stekt sejrygg med smörsås,FOOD
Kyckling i currysås serveras med bulgur,FOOD
"Fiskburgare, bröd, klyftpotatis, dillmajonäs",FOOD
Grönsaksgryta från La Mancha VEGETARISK,FOOD
Fiskgratäng & potatismos,FOOD
Lasagne med vegofärs,FOOD
Köttfärsrätt och pasta,FOOD
Tomatpesto serveras med pasta eller gryn,FOOD
"Korv Stroganoff, idealmakaroner och grönsaker",FOOD
Kycklingkorvstroganoff och ris,FOOD
"potatisbullar, lingonsylt och keso",FOOD
"Järptimbal med svartvinbärssås och morötter, potatismos Citronfromage",FOOD
Grönsakslåda med ost- och potatistäcke,FOOD
"Skinkgryta med rosépeppar, kokt potatis och grönsaker MAGTARMKOST",FOOD
Mellanmål: Potatisbullar med lingonsylt,FOOD
"Ugnsstekt torskfilé serveras med potatis, örtsås och grönsaksbuffé",FOOD
Elev från annan skola,NO
Ost och skinksås serveras med pasta,FOOD
"Pastasallad m. kyckling, ranchdressing",FOOD
Lillschnitzel med kall sweetchillisås och bulgur,FOOD
Tema Earth hour: Chickennuggets serveras med kokt ris och kall currysås,FOOD
Vegetariskt påskbord,FOOD
"Grönärtsbiffar med aioli, potatis och morötter",FOOD
K-dag,NO
Kanelbulle MAGTARMKOST,FOOD
"Meny 1: Paprikasås med kyckling, serveras med pasta",FOOD
"Middag: Korv- och rotsaksgryta, potatis, grönsaker",FOOD
Kyckling i currysås med bulgur,FOOD
Kökets val,ANY
Offentliga måltidens dag:,NO
Rotfruktsgratäng med rökt höna,FOOD
Stekt fläsktimbal med löksås TIMBALKOST,FOOD
Tofu- och grönsaker i kokoscurry serveras med basmatiris,FOOD
"Rotfruktsbiffar med solroskärnor, grönppepparsås, potatis",FOOD
"Grekisk köttgryta, potatis",FOOD
Grötfrukost med bär/frukt.,FOOD
Gästabudssoppa med skinka,FOOD
"Sojafärssås, spagetti och sallad",FOOD
Ärtsoppa med senap och hembakat bröd,FOOD
"Sallad, bröd, smörgåsmargarin och mjölk",SIDE
Spaghetti Bolognese,FOOD
Stekt fisk med potatis och remouladsås,FOOD
Soja korv Stroganoff serveras med pasta,FOOD
"Buffé med tacokryddad köttfärsröra, sallad, ris, nachos och gräddfil",FOOD
Vegetariskt alternativ,GENERIC
Kökets val,ANY
Pasta med krämig tomatsås,FOOD
"Köttbullar med potatis, brunsås och grönsaker MAGTARMKOST",FOOD
"Lakto-ovo-veg+desser: Tomatpaj ost&persilja, örtdressing, grönsaker, äppelsmulpaj 18g kh, LF grädde",FOOD
"Pastagratäng med salladsost, paprika och basilika",FOOD
Rispytt med bönor och fetaost,FOOD
Risgrynsgröt,FOOD
Midsommarafton,NO
"Slät blomkålssoppa, (smörgås)",FOOD
Pizza Fisk med tomat och oregano,FOOD
Lasagnette på sojafärs,FOOD
Ost- och broccolisoppa med nybakt bröd,FOOD
Kökets val,ANY
Med reservation att rätter kan ta slut och ersättas meden annan,MESSAGE
Kökets salladsbuffe,SIDE
"Lasagne med keso, spenat och chili.",FOOD
"Vegokorv i kryddig sås, serveras med ris",FOOD
Rabarberkräm med kardemummagrädde,FOOD
Halloumi Tikka Masala serveras med bulgur,FOOD
"Kökets klimatsmarta gryta med smak av curry och tomat (bulgur/potatis, grönsaker)",FOOD
Quornfilé med kokt potatis och rödbetssallad VEGETARISK,FOOD
Kökets fishnuggets med rostad potatis och dipp,FOOD
"Kyckling med curry, ris",FOOD
"Kebabgryta, bulgur",FOOD
"Mexikansk bönfyllning serveras med pitabröd, picklade grönsaker och vitlökssås",FOOD
Ärtfärslimpa med gräddsås och potatis,FOOD
"Smörgås, mjölk och grönsak",FOOD
"Oxpurésoppa, Äppelsoppa, Nyponsoppa",FOOD
Vegetarisk schnitzel serveras med kökets kalla sås och ris,FOOD
Potatisbullar med bacon serveras med keso och lingonsylt,FOOD
Kycklinglårfilé med currysås och ris,FOOD
"Rostade rödbetor med fetaost, rosmarin och rostade pumpakärnor",FOOD
Kockens dag,ANY
"Hawaiikassler, bulgur",FOOD
Majs- och kycklingsoppa med curry. Mangodrink,FOOD
Salladsbuffé,SIDE
Rotfruktsgratäng med osttäcke,FOOD
"Potatisbullar med Facon, lingonsylt och grönsaksbuffé",FOOD
Majs- och kycklingsoppa med curry. Mangodrink,FOOD
Risgrynsgröt,FOOD
Vegetarisk pytt med senapskräm och inlagd smörgåsgurka,FOOD
Fruktkräm med mjölk,FOOD
"F: Köttbullssoppa(f)*, en klick creme fraiche",FOOD
"Färsbiff med viltsmak, sås, potatis picklad gurka",FOOD
Kockens val,ANY
Gratinerad vegokorv med potatismos,FOOD
"Mexigryta, ris",FOOD
pasta med linsbolognese serveras med riven ost.,FOOD
Korv Stroganoff med ris och broccoli,FOOD
Lax med potatis och sås,FOOD
Varje dag serveras det Dagens soppa och en härlig salladsbuffé,MESSAGE
Gulaschsoppa,FOOD
"Kikärtsgryta med röd curry & koksgrädde, basmatiris.",FOOD
Kycklingbiff med potatis och brunsås,FOOD
Sötsur gryta på fläskkött serveras med ris,FOOD
Minestronesoppa - Pannkaka med sylt,FOOD
Potatis- och purjolökssoppa,FOOD
